year,from_country,to_country,points,to_region
2019,Belgium,Norway,0,Northern Europe
2019,Croatia,Norway,0,Northern Europe
2019,Cyprus,Norway,0,Northern Europe
2019,Czechia,Norway,0,Northern Europe
2019,Denmark,Norway,5,Northern Europe
2019,Estonia,Norway,0,Northern Europe
2019,Finland,Norway,0,Northern Europe
2019,France,Norway,0,Northern Europe
2019,Georgia,Norway,0,Northern Europe
2019,Germany,Norway,5,Northern Europe
2019,Greece,Norway,0,Northern Europe
2019,Hungary,Norway,0,Northern Europe
2019,Iceland,Norway,0,Northern Europe
2019,Ireland,Norway,6,Northern Europe
2019,Israel,Norway,0,Northern Europe
2019,Italy,Norway,0,Northern Europe
2019,Latvia,Norway,0,Northern Europe
2019,Lithuania,Norway,0,Northern Europe
2019,Malta,Norway,0,Northern Europe
2019,Moldova,Norway,7,Northern Europe
2019,Montenegro,Norway,0,Northern Europe
2019,Netherlands,Norway,0,Northern Europe
2019,North Macedonia,Norway,0,Northern Europe
2019,Poland,Norway,1,Northern Europe
2019,Portugal,Norway,4,Northern Europe
2019,Romania,Norway,0,Northern Europe
2019,Russia,Norway,0,Northern Europe
2019,San Marino,Norway,0,Northern Europe
2019,Serbia,Norway,0,Northern Europe
2019,Slovenia,Norway,0,Northern Europe
2019,Spain,Norway,0,Northern Europe
2019,Sweden,Norway,4,Northern Europe
2019,Switzerland,Norway,7,Northern Europe
2019,United Kingdom,Norway,0,Northern Europe
2019,Albania,North Macedonia,12,Southeastern Europe
2019,Armenia,North Macedonia,10,Southeastern Europe
2019,Australia,North Macedonia,7,Southeastern Europe
2019,Austria,North Macedonia,12,Southeastern Europe
2019,Azerbaijan,North Macedonia,8,Southeastern Europe
2019,Belarus,North Macedonia,10,Southeastern Europe
2019,Belgium,North Macedonia,0,Southeastern Europe
2019,Croatia,North Macedonia,10,Southeastern Europe
2019,Cyprus,North Macedonia,0,Southeastern Europe
2019,Czechia,North Macedonia,7,Southeastern Europe
2019,Denmark,North Macedonia,10,Southeastern Europe
2019,Estonia,North Macedonia,0,Southeastern Europe
2019,Finland,North Macedonia,7,Southeastern Europe
2019,France,North Macedonia,7,Southeastern Europe
2019,Georgia,North Macedonia,0,Southeastern Europe
2019,Germany,North Macedonia,7,Southeastern Europe
2019,Greece,North Macedonia,1,Southeastern Europe
2019,Hungary,North Macedonia,10,Southeastern Europe
2019,Iceland,North Macedonia,8,Southeastern Europe
2019,Ireland,North Macedonia,5,Southeastern Europe
2019,Israel,North Macedonia,0,Southeastern Europe
2019,Italy,North Macedonia,10,Southeastern Europe
2019,Latvia,North Macedonia,8,Southeastern Europe
2019,Lithuania,North Macedonia,0,Southeastern Europe
2019,Malta,North Macedonia,3,Southeastern Europe
2019,Moldova,North Macedonia,12,Southeastern Europe
2019,Montenegro,North Macedonia,7,Southeastern Europe
2019,Netherlands,North Macedonia,3,Southeastern Europe
2019,Norway,North Macedonia,10,Southeastern Europe
2019,Poland,North Macedonia,8,Southeastern Europe
2019,Portugal,North Macedonia,5,Southeastern Europe
2019,Romania,North Macedonia,7,Southeastern Europe
2019,Russia,North Macedonia,4,Southeastern Europe
2019,San Marino,North Macedonia,1,Southeastern Europe
2019,Serbia,North Macedonia,12,Southeastern Europe
2019,Slovenia,North Macedonia,2,Southeastern Europe
2019,Spain,North Macedonia,0,Southeastern Europe
2019,Sweden,North Macedonia,0,Southeastern Europe
2019,Switzerland,North Macedonia,12,Southeastern Europe
2019,United Kingdom,North Macedonia,12,Southeastern Europe
2019,Albania,Azerbaijan,8,Other
2019,Armenia,Azerbaijan,0,Other
2019,Australia,Azerbaijan,2,Other
2019,Austria,Azerbaijan,4,Other
2019,Belarus,Azerbaijan,5,Other
2019,Belgium,Azerbaijan,0,Other
2019,Croatia,Azerbaijan,0,Other
2019,Cyprus,Azerbaijan,6,Other
2019,Czechia,Azerbaijan,5,Other
2019,Denmark,Azerbaijan,4,Other
2019,Estonia,Azerbaijan,5,Other
2019,Finland,Azerbaijan,2,Other
2019,France,Azerbaijan,6,Other
2019,Georgia,Azerbaijan,10,Other
2019,Germany,Azerbaijan,0,Other
2019,Greece,Azerbaijan,8,Other
2019,Hungary,Azerbaijan,5,Other
2019,Iceland,Azerbaijan,4,Other
2019,Ireland,Azerbaijan,7,Other
2019,Israel,Azerbaijan,7,Other
2019,Italy,Azerbaijan,7,Other
2019,Latvia,Azerbaijan,6,Other
2019,Lithuania,Azerbaijan,10,Other
2019,Malta,Azerbaijan,8,Other
2019,Moldova,Azerbaijan,6,Other
2019,Montenegro,Azerbaijan,0,Other
2019,Netherlands,Azerbaijan,0,Other
2019,North Macedonia,Azerbaijan,4,Other
2019,Norway,Azerbaijan,5,Other
2019,Poland,Azerbaijan,2,Other
2019,Portugal,Azerbaijan,8,Other
2019,Romania,Azerbaijan,10,Other
2019,Russia,Azerbaijan,12,Other
2019,San Marino,Azerbaijan,4,Other
2019,Serbia,Azerbaijan,3,Other
2019,Slovenia,Azerbaijan,10,Other
2019,Spain,Azerbaijan,7,Other
2019,Sweden,Azerbaijan,5,Other
2019,Switzerland,Azerbaijan,0,Other
2019,United Kingdom,Azerbaijan,7,Other
2019,Albania,Australia,2,Other
2019,Armenia,Australia,0,Other
2019,Austria,Australia,0,Other
2019,Azerbaijan,Australia,2,Other
2019,Belarus,Australia,0,Other
2019,Belgium,Australia,4,Other
2019,Croatia,Australia,0,Other
2019,Cyprus,Australia,0,Other
2019,Czechia,Australia,0,Other
2019,Denmark,Australia,0,Other
2019,Estonia,Australia,0,Other
2019,Finland,Australia,10,Other
2019,France,Australia,4,Other
2019,Georgia,Australia,0,Other
2019,Germany,Australia,10,Other
2019,Greece,Australia,2,Other
2019,Hungary,Australia,0,Other
2019,Iceland,Australia,10,Other
2019,Ireland,Australia,4,Other
2019,Israel,Australia,5,Other
2019,Italy,Australia,6,Other
2019,Latvia,Australia,0,Other
2019,Lithuania,Australia,2,Other
2019,Malta,Australia,0,Other
2019,Moldova,Australia,10,Other
2019,Montenegro,Australia,4,Other
2019,Netherlands,Australia,2,Other
2019,North Macedonia,Australia,10,Other
2019,Norway,Australia,0,Other
2019,Poland,Australia,12,Other
2019,Portugal,Australia,7,Other
2019,Romania,Australia,12,Other
2019,Russia,Australia,0,Other
2019,San Marino,Australia,0,Other
2019,Serbia,Australia,7,Other
2019,Slovenia,Australia,0,Other
2019,Spain,Australia,10,Other
2019,Sweden,Australia,6,Other
2019,Switzerland,Australia,4,Other
2019,United Kingdom,Australia,8,Other
2019,Albania,Iceland,0,Northern Europe
2019,Armenia,Iceland,0,Northern Europe
2019,Australia,Iceland,8,Northern Europe
2019,Austria,Iceland,0,Northern Europe
2019,Azerbaijan,Iceland,0,Northern Europe
2019,Belarus,Iceland,0,Northern Europe
2019,Belgium,Iceland,10,Northern Europe
2019,Croatia,Iceland,0,Northern Europe
2019,Cyprus,Iceland,0,Northern Europe
2019,Czechia,Iceland,4,Northern Europe
2019,Denmark,Iceland,0,Northern Europe
2019,Estonia,Iceland,0,Northern Europe
2019,Finland,Iceland,0,Northern Europe
2019,France,Iceland,5,Northern Europe
2019,Georgia,Iceland,0,Northern Europe
2019,Germany,Iceland,0,Northern Europe
2019,Greece,Iceland,0,Northern Europe
2019,Hungary,Iceland,0,Northern Europe
2019,Ireland,Iceland,0,Northern Europe
2019,Israel,Iceland,0,Northern Europe
2019,Italy,Iceland,0,Northern Europe
2019,Latvia,Iceland,0,Northern Europe
2019,Lithuania,Iceland,6,Northern Europe
2019,Malta,Iceland,0,Northern Europe
2019,Moldova,Iceland,0,Northern Europe
2019,Montenegro,Iceland,0,Northern Europe
2019,Netherlands,Iceland,0,Northern Europe
2019,North Macedonia,Iceland,2,Northern Europe
2019,Norway,Iceland,0,Northern Europe
2019,Poland,Iceland,3,Northern Europe
2019,Portugal,Iceland,0,Northern Europe
2019,Romania,Iceland,0,Northern Europe
2019,Russia,Iceland,2,Northern Europe
2019,San Marino,Iceland,6,Northern Europe
2019,Serbia,Iceland,0,Northern Europe
2019,Slovenia,Iceland,0,Northern Europe
2019,Spain,Iceland,0,Northern Europe
2019,Sweden,Iceland,0,Northern Europe
2019,Switzerland,Iceland,0,Northern Europe
2019,United Kingdom,Iceland,0,Northern Europe
2019,Albania,Czechia,0,Other
2019,Armenia,Czechia,3,Other
2019,Australia,Czechia,5,Other
2019,Austria,Czechia,3,Other
2019,Azerbaijan,Czechia,0,Other
2019,Belarus,Czechia,0,Other
2019,Belgium,Czechia,5,Other
2019,Croatia,Czechia,7,Other
2019,Cyprus,Czechia,0,Other
2019,Denmark,Czechia,0,Other
2019,Estonia,Czechia,8,Other
2019,Finland,Czechia,4,Other
2019,France,Czechia,3,Other
2019,Georgia,Czechia,12,Other
2019,Germany,Czechia,0,Other
2019,Greece,Czechia,0,Other
2019,Hungary,Czechia,12,Other
2019,Iceland,Czechia,6,Other
2019,Ireland,Czechia,0,Other
2019,Israel,Czechia,1,Other
2019,Italy,Czechia,4,Other
2019,Latvia,Czechia,3,Other
2019,Lithuania,Czechia,7,Other
2019,Malta,Czechia,0,Other
2019,Moldova,Czechia,8,Other
2019,Montenegro,Czechia,1,Other
2019,Netherlands,Czechia,4,Other
2019,North Macedonia,Czechia,0,Other
2019,Norway,Czechia,12,Other
2019,Poland,Czechia,0,Other
2019,Portugal,Czechia,10,Other
2019,Romania,Czechia,8,Other
2019,Russia,Czechia,0,Other
2019,San Marino,Czechia,0,Other
2019,Serbia,Czechia,4,Other
2019,Slovenia,Czechia,12,Other
2019,Spain,Czechia,6,Other
2019,Sweden,Czechia,1,Other
2019,Switzerland,Czechia,0,Other
2019,United Kingdom,Czechia,1,Other
2019,Albania,Denmark,0,Northern Europe
2019,Armenia,Denmark,0,Northern Europe
2019,Australia,Denmark,0,Northern Europe
2019,Austria,Denmark,0,Northern Europe
2019,Azerbaijan,Denmark,0,Northern Europe
2019,Belarus,Denmark,0,Northern Europe
2019,Belgium,Denmark,1,Northern Europe
2019,Croatia,Denmark,0,Northern Europe
2019,Cyprus,Denmark,0,Northern Europe
2019,Czechia,Denmark,0,Northern Europe
2019,Estonia,Denmark,2,Northern Europe
2019,Finland,Denmark,0,Northern Europe
2019,France,Denmark,1,Northern Europe
2019,Georgia,Denmark,7,Northern Europe
2019,Germany,Denmark,1,Northern Europe
2019,Greece,Denmark,0,Northern Europe
2019,Hungary,Denmark,6,Northern Europe
2019,Iceland,Denmark,0,Northern Europe
2019,Ireland,Denmark,0,Northern Europe
2019,Israel,Denmark,0,Northern Europe
2019,Italy,Denmark,12,Northern Europe
2019,Latvia,Denmark,7,Northern Europe
2019,Lithuania,Denmark,0,Northern Europe
2019,Malta,Denmark,0,Northern Europe
2019,Moldova,Denmark,4,Northern Europe
2019,Montenegro,Denmark,3,Northern Europe
2019,Netherlands,Denmark,7,Northern Europe
2019,North Macedonia,Denmark,0,Northern Europe
2019,Norway,Denmark,4,Northern Europe
2019,Poland,Denmark,5,Northern Europe
2019,Portugal,Denmark,0,Northern Europe
2019,Romania,Denmark,0,Northern Europe
2019,Russia,Denmark,0,Northern Europe
2019,San Marino,Denmark,0,Northern Europe
2019,Serbia,Denmark,2,Northern Europe
2019,Slovenia,Denmark,4,Northern Europe
2019,Spain,Denmark,0,Northern Europe
2019,Sweden,Denmark,0,Northern Europe
2019,Switzerland,Denmark,0,Northern Europe
2019,United Kingdom,Denmark,3,Northern Europe
2019,Albania,Cyprus,7,Southern Europe
2019,Armenia,Cyprus,0,Southern Europe
2019,Australia,Cyprus,0,Southern Europe
2019,Austria,Cyprus,0,Southern Europe
2019,Azerbaijan,Cyprus,3,Southern Europe
2019,Belarus,Cyprus,8,Southern Europe
2019,Belgium,Cyprus,2,Southern Europe
2019,Croatia,Cyprus,0,Southern Europe
2019,Czechia,Cyprus,0,Southern Europe
2019,Denmark,Cyprus,0,Southern Europe
2019,Estonia,Cyprus,0,Southern Europe
2019,Finland,Cyprus,0,Southern Europe
2019,France,Cyprus,0,Southern Europe
2019,Georgia,Cyprus,6,Southern Europe
2019,Germany,Cyprus,0,Southern Europe
2019,Greece,Cyprus,12,Southern Europe
2019,Hungary,Cyprus,0,Southern Europe
2019,Iceland,Cyprus,0,Southern Europe
2019,Ireland,Cyprus,0,Southern Europe
2019,Israel,Cyprus,0,Southern Europe
2019,Italy,Cyprus,0,Southern Europe
2019,Latvia,Cyprus,0,Southern Europe
2019,Lithuania,Cyprus,0,Southern Europe
2019,Malta,Cyprus,6,Southern Europe
2019,Moldova,Cyprus,0,Southern Europe
2019,Montenegro,Cyprus,5,Southern Europe
2019,Netherlands,Cyprus,1,Southern Europe
2019,North Macedonia,Cyprus,1,Southern Europe
2019,Norway,Cyprus,1,Southern Europe
2019,Poland,Cyprus,0,Southern Europe
2019,Portugal,Cyprus,0,Southern Europe
2019,Romania,Cyprus,0,Southern Europe
2019,Russia,Cyprus,8,Southern Europe
2019,San Marino,Cyprus,5,Southern Europe
2019,Serbia,Cyprus,0,Southern Europe
2019,Slovenia,Cyprus,0,Southern Europe
2019,Spain,Cyprus,5,Southern Europe
2019,Sweden,Cyprus,7,Southern Europe
2019,Switzerland,Cyprus,0,Southern Europe
2019,United Kingdom,Cyprus,0,Southern Europe
2019,Albania,Malta,0,Southern Europe
2019,Armenia,Malta,4,Southern Europe
2019,Australia,Malta,0,Southern Europe
2019,Austria,Malta,0,Southern Europe
2019,Azerbaijan,Malta,10,Southern Europe
2019,Belarus,Malta,12,Southern Europe
2019,Belgium,Malta,0,Southern Europe
2019,Croatia,Malta,0,Southern Europe
2019,Cyprus,Malta,3,Southern Europe
2019,Czechia,Malta,3,Southern Europe
2019,Denmark,Malta,0,Southern Europe
2019,Estonia,Malta,0,Southern Europe
2019,Finland,Malta,1,Southern Europe
2019,France,Malta,0,Southern Europe
2019,Georgia,Malta,0,Southern Europe
2019,Germany,Malta,3,Southern Europe
2019,Greece,Malta,5,Southern Europe
2019,Hungary,Malta,0,Southern Europe
2019,Iceland,Malta,0,Southern Europe
2019,Ireland,Malta,0,Southern Europe
2019,Israel,Malta,4,Southern Europe
2019,Italy,Malta,8,Southern Europe
2019,Latvia,Malta,1,Southern Europe
2019,Lithuania,Malta,0,Southern Europe
2019,Moldova,Malta,1,Southern Europe
2019,Montenegro,Malta,6,Southern Europe
2019,Netherlands,Malta,8,Southern Europe
2019,North Macedonia,Malta,5,Southern Europe
2019,Norway,Malta,0,Southern Europe
2019,Poland,Malta,4,Southern Europe
2019,Portugal,Malta,0,Southern Europe
2019,Romania,Malta,0,Southern Europe
2019,Russia,Malta,6,Southern Europe
2019,San Marino,Malta,0,Southern Europe
2019,Serbia,Malta,0,Southern Europe
2019,Slovenia,Malta,1,Southern Europe
2019,Spain,Malta,0,Southern Europe
2019,Sweden,Malta,2,Southern Europe
2019,Switzerland,Malta,0,Southern Europe
2019,United Kingdom,Malta,0,Southern Europe
2019,Albania,Slovenia,0,Southeastern Europe
2019,Armenia,Slovenia,0,Southeastern Europe
2019,Australia,Slovenia,0,Southeastern Europe
2019,Austria,Slovenia,0,Southeastern Europe
2019,Azerbaijan,Slovenia,4,Southeastern Europe
2019,Belarus,Slovenia,0,Southeastern Europe
2019,Belgium,Slovenia,0,Southeastern Europe
2019,Croatia,Slovenia,0,Southeastern Europe
2019,Cyprus,Slovenia,0,Southeastern Europe
2019,Czechia,Slovenia,10,Southeastern Europe
2019,Denmark,Slovenia,0,Southeastern Europe
2019,Estonia,Slovenia,0,Southeastern Europe
2019,Finland,Slovenia,6,Southeastern Europe
2019,France,Slovenia,0,Southeastern Europe
2019,Georgia,Slovenia,4,Southeastern Europe
2019,Germany,Slovenia,0,Southeastern Europe
2019,Greece,Slovenia,4,Southeastern Europe
2019,Hungary,Slovenia,0,Southeastern Europe
2019,Iceland,Slovenia,0,Southeastern Europe
2019,Ireland,Slovenia,0,Southeastern Europe
2019,Israel,Slovenia,0,Southeastern Europe
2019,Italy,Slovenia,0,Southeastern Europe
2019,Latvia,Slovenia,0,Southeastern Europe
2019,Lithuania,Slovenia,4,Southeastern Europe
2019,Malta,Slovenia,0,Southeastern Europe
2019,Moldova,Slovenia,0,Southeastern Europe
2019,Montenegro,Slovenia,0,Southeastern Europe
2019,Netherlands,Slovenia,0,Southeastern Europe
2019,North Macedonia,Slovenia,0,Southeastern Europe
2019,Norway,Slovenia,0,Southeastern Europe
2019,Poland,Slovenia,10,Southeastern Europe
2019,Portugal,Slovenia,3,Southeastern Europe
2019,Romania,Slovenia,0,Southeastern Europe
2019,Russia,Slovenia,0,Southeastern Europe
2019,San Marino,Slovenia,0,Southeastern Europe
2019,Serbia,Slovenia,0,Southeastern Europe
2019,Spain,Slovenia,1,Southeastern Europe
2019,Sweden,Slovenia,0,Southeastern Europe
2019,Switzerland,Slovenia,0,Southeastern Europe
2019,United Kingdom,Slovenia,0,Southeastern Europe
2019,Albania,France,3,Western Europe
2019,Armenia,France,0,Western Europe
2019,Australia,France,10,Western Europe
2019,Austria,France,5,Western Europe
2019,Azerbaijan,France,0,Western Europe
2019,Belarus,France,0,Western Europe
2019,Belgium,France,8,Western Europe
2019,Croatia,France,3,Western Europe
2019,Cyprus,France,4,Western Europe
2019,Czechia,France,2,Western Europe
2019,Denmark,France,0,Western Europe
2019,Estonia,France,3,Western Europe
2019,Finland,France,0,Western Europe
2019,Georgia,France,5,Western Europe
2019,Germany,France,4,Western Europe
2019,Greece,France,0,Western Europe
2019,Hungary,France,0,Western Europe
2019,Iceland,France,1,Western Europe
2019,Ireland,France,0,Western Europe
2019,Israel,France,2,Western Europe
2019,Italy,France,3,Western Europe
2019,Latvia,France,0,Western Europe
2019,Lithuania,France,0,Western Europe
2019,Malta,France,0,Western Europe
2019,Moldova,France,0,Western Europe
2019,Montenegro,France,0,Western Europe
2019,Netherlands,France,0,Western Europe
2019,North Macedonia,France,0,Western Europe
2019,Norway,France,0,Western Europe
2019,Poland,France,6,Western Europe
2019,Portugal,France,0,Western Europe
2019,Romania,France,0,Western Europe
2019,Russia,France,0,Western Europe
2019,San Marino,France,0,Western Europe
2019,Serbia,France,1,Western Europe
2019,Slovenia,France,3,Western Europe
2019,Spain,France,0,Western Europe
2019,Sweden,France,0,Western Europe
2019,Switzerland,France,2,Western Europe
2019,United Kingdom,France,2,Western Europe
2019,Armenia,Albania,0,Southeastern Europe
2019,Australia,Albania,0,Southeastern Europe
2019,Austria,Albania,0,Southeastern Europe
2019,Azerbaijan,Albania,7,Southeastern Europe
2019,Belarus,Albania,0,Southeastern Europe
2019,Belgium,Albania,0,Southeastern Europe
2019,Croatia,Albania,0,Southeastern Europe
2019,Cyprus,Albania,2,Southeastern Europe
2019,Czechia,Albania,0,Southeastern Europe
2019,Denmark,Albania,0,Southeastern Europe
2019,Estonia,Albania,0,Southeastern Europe
2019,Finland,Albania,0,Southeastern Europe
2019,France,Albania,0,Southeastern Europe
2019,Georgia,Albania,0,Southeastern Europe
2019,Germany,Albania,0,Southeastern Europe
2019,Greece,Albania,3,Southeastern Europe
2019,Hungary,Albania,0,Southeastern Europe
2019,Iceland,Albania,0,Southeastern Europe
2019,Ireland,Albania,0,Southeastern Europe
2019,Israel,Albania,0,Southeastern Europe
2019,Italy,Albania,1,Southeastern Europe
2019,Latvia,Albania,0,Southeastern Europe
2019,Lithuania,Albania,0,Southeastern Europe
2019,Malta,Albania,2,Southeastern Europe
2019,Moldova,Albania,0,Southeastern Europe
2019,Montenegro,Albania,8,Southeastern Europe
2019,Netherlands,Albania,0,Southeastern Europe
2019,North Macedonia,Albania,8,Southeastern Europe
2019,Norway,Albania,0,Southeastern Europe
2019,Poland,Albania,0,Southeastern Europe
2019,Portugal,Albania,0,Southeastern Europe
2019,Romania,Albania,2,Southeastern Europe
2019,Russia,Albania,3,Southeastern Europe
2019,San Marino,Albania,7,Southeastern Europe
2019,Serbia,Albania,0,Southeastern Europe
2019,Slovenia,Albania,0,Southeastern Europe
2019,Spain,Albania,0,Southeastern Europe
2019,Sweden,Albania,0,Southeastern Europe
2019,Switzerland,Albania,0,Southeastern Europe
2019,United Kingdom,Albania,0,Southeastern Europe
2019,Albania,Serbia,0,Southeastern Europe
2019,Armenia,Serbia,0,Southeastern Europe
2019,Australia,Serbia,1,Southeastern Europe
2019,Austria,Serbia,2,Southeastern Europe
2019,Azerbaijan,Serbia,0,Southeastern Europe
2019,Belarus,Serbia,0,Southeastern Europe
2019,Belgium,Serbia,0,Southeastern Europe
2019,Croatia,Serbia,4,Southeastern Europe
2019,Cyprus,Serbia,0,Southeastern Europe
2019,Czechia,Serbia,0,Southeastern Europe
2019,Denmark,Serbia,0,Southeastern Europe
2019,Estonia,Serbia,4,Southeastern Europe
2019,Finland,Serbia,0,Southeastern Europe
2019,France,Serbia,0,Southeastern Europe
2019,Georgia,Serbia,0,Southeastern Europe
2019,Germany,Serbia,0,Southeastern Europe
2019,Greece,Serbia,0,Southeastern Europe
2019,Hungary,Serbia,0,Southeastern Europe
2019,Iceland,Serbia,2,Southeastern Europe
2019,Ireland,Serbia,0,Southeastern Europe
2019,Israel,Serbia,0,Southeastern Europe
2019,Italy,Serbia,0,Southeastern Europe
2019,Latvia,Serbia,0,Southeastern Europe
2019,Lithuania,Serbia,0,Southeastern Europe
2019,Malta,Serbia,0,Southeastern Europe
2019,Moldova,Serbia,0,Southeastern Europe
2019,Montenegro,Serbia,12,Southeastern Europe
2019,Netherlands,Serbia,0,Southeastern Europe
2019,North Macedonia,Serbia,0,Southeastern Europe
2019,Norway,Serbia,0,Southeastern Europe
2019,Poland,Serbia,7,Southeastern Europe
2019,Portugal,Serbia,0,Southeastern Europe
2019,Romania,Serbia,3,Southeastern Europe
2019,Russia,Serbia,0,Southeastern Europe
2019,San Marino,Serbia,0,Southeastern Europe
2019,Slovenia,Serbia,0,Southeastern Europe
2019,Spain,Serbia,0,Southeastern Europe
2019,Sweden,Serbia,0,Southeastern Europe
2019,Switzerland,Serbia,0,Southeastern Europe
2019,United Kingdom,Serbia,0,Southeastern Europe
2019,Albania,San Marino,0,Southern Europe
2019,Armenia,San Marino,0,Southern Europe
2019,Australia,San Marino,0,Southern Europe
2019,Austria,San Marino,0,Southern Europe
2019,Azerbaijan,San Marino,0,Southern Europe
2019,Belarus,San Marino,0,Southern Europe
2019,Belgium,San Marino,0,Southern Europe
2019,Croatia,San Marino,0,Southern Europe
2019,Cyprus,San Marino,0,Southern Europe
2019,Czechia,San Marino,0,Southern Europe
2019,Denmark,San Marino,0,Southern Europe
2019,Estonia,San Marino,0,Southern Europe
2019,Finland,San Marino,0,Southern Europe
2019,France,San Marino,0,Southern Europe
2019,Georgia,San Marino,0,Southern Europe
2019,Germany,San Marino,0,Southern Europe
2019,Greece,San Marino,6,Southern Europe
2019,Hungary,San Marino,0,Southern Europe
2019,Iceland,San Marino,0,Southern Europe
2019,Ireland,San Marino,0,Southern Europe
2019,Israel,San Marino,0,Southern Europe
2019,Italy,San Marino,0,Southern Europe
2019,Latvia,San Marino,0,Southern Europe
2019,Lithuania,San Marino,0,Southern Europe
2019,Malta,San Marino,1,Southern Europe
2019,Moldova,San Marino,0,Southern Europe
2019,Montenegro,San Marino,0,Southern Europe
2019,Netherlands,San Marino,0,Southern Europe
2019,North Macedonia,San Marino,0,Southern Europe
2019,Norway,San Marino,0,Southern Europe
2019,Poland,San Marino,0,Southern Europe
2019,Portugal,San Marino,0,Southern Europe
2019,Romania,San Marino,0,Southern Europe
2019,Russia,San Marino,5,Southern Europe
2019,Serbia,San Marino,0,Southern Europe
2019,Slovenia,San Marino,0,Southern Europe
2019,Spain,San Marino,0,Southern Europe
2019,Sweden,San Marino,0,Southern Europe
2019,Switzerland,San Marino,0,Southern Europe
2019,United Kingdom,San Marino,0,Southern Europe
2019,Albania,Estonia,0,Northern Europe
2019,Armenia,Estonia,0,Northern Europe
2019,Australia,Estonia,0,Northern Europe
2019,Austria,Estonia,0,Northern Europe
2019,Azerbaijan,Estonia,0,Northern Europe
2019,Belarus,Estonia,0,Northern Europe
2019,Belgium,Estonia,0,Northern Europe
2019,Croatia,Estonia,1,Northern Europe
2019,Cyprus,Estonia,0,Northern Europe
2019,Czechia,Estonia,1,Northern Europe
2019,Denmark,Estonia,2,Northern Europe
2019,Finland,Estonia,0,Northern Europe
2019,France,Estonia,0,Northern Europe
2019,Georgia,Estonia,0,Northern Europe
2019,Germany,Estonia,0,Northern Europe
2019,Greece,Estonia,0,Northern Europe
2019,Hungary,Estonia,0,Northern Europe
2019,Iceland,Estonia,0,Northern Europe
2019,Ireland,Estonia,0,Northern Europe
2019,Israel,Estonia,8,Northern Europe
2019,Italy,Estonia,5,Northern Europe
2019,Latvia,Estonia,5,Northern Europe
2019,Lithuania,Estonia,0,Northern Europe
2019,Malta,Estonia,0,Northern Europe
2019,Moldova,Estonia,0,Northern Europe
2019,Montenegro,Estonia,0,Northern Europe
2019,Netherlands,Estonia,0,Northern Europe
2019,North Macedonia,Estonia,0,Northern Europe
2019,Norway,Estonia,0,Northern Europe
2019,Poland,Estonia,0,Northern Europe
2019,Portugal,Estonia,0,Northern Europe
2019,Romania,Estonia,0,Northern Europe
2019,Russia,Estonia,0,Northern Europe
2019,San Marino,Estonia,0,Northern Europe
2019,Serbia,Estonia,6,Northern Europe
2019,Slovenia,Estonia,0,Northern Europe
2019,Spain,Estonia,0,Northern Europe
2019,Sweden,Estonia,0,Northern Europe
2019,Switzerland,Estonia,0,Northern Europe
2019,United Kingdom,Estonia,0,Northern Europe
2019,Albania,Greece,4,Southern Europe
2019,Armenia,Greece,0,Southern Europe
2019,Australia,Greece,0,Southern Europe
2019,Austria,Greece,0,Southern Europe
2019,Azerbaijan,Greece,6,Southern Europe
2019,Belarus,Greece,3,Southern Europe
2019,Belgium,Greece,3,Southern Europe
2019,Croatia,Greece,0,Southern Europe
2019,Cyprus,Greece,12,Southern Europe
2019,Czechia,Greece,0,Southern Europe
2019,Denmark,Greece,0,Southern Europe
2019,Estonia,Greece,0,Southern Europe
2019,Finland,Greece,0,Southern Europe
2019,France,Greece,0,Southern Europe
2019,Georgia,Greece,0,Southern Europe
2019,Germany,Greece,0,Southern Europe
2019,Hungary,Greece,0,Southern Europe
2019,Iceland,Greece,0,Southern Europe
2019,Ireland,Greece,0,Southern Europe
2019,Israel,Greece,0,Southern Europe
2019,Italy,Greece,0,Southern Europe
2019,Latvia,Greece,0,Southern Europe
2019,Lithuania,Greece,0,Southern Europe
2019,Malta,Greece,4,Southern Europe
2019,Moldova,Greece,0,Southern Europe
2019,Montenegro,Greece,0,Southern Europe
2019,Netherlands,Greece,0,Southern Europe
2019,North Macedonia,Greece,0,Southern Europe
2019,Norway,Greece,0,Southern Europe
2019,Poland,Greece,0,Southern Europe
2019,Portugal,Greece,0,Southern Europe
2019,Romania,Greece,0,Southern Europe
2019,Russia,Greece,10,Southern Europe
2019,San Marino,Greece,8,Southern Europe
2019,Serbia,Greece,0,Southern Europe
2019,Slovenia,Greece,0,Southern Europe
2019,Spain,Greece,0,Southern Europe
2019,Sweden,Greece,0,Southern Europe
2019,Switzerland,Greece,0,Southern Europe
2019,United Kingdom,Greece,0,Southern Europe
2019,Albania,Spain,0,Southern Europe
2019,Armenia,Spain,0,Southern Europe
2019,Australia,Spain,0,Southern Europe
2019,Austria,Spain,0,Southern Europe
2019,Azerbaijan,Spain,0,Southern Europe
2019,Belarus,Spain,0,Southern Europe
2019,Belgium,Spain,0,Southern Europe
2019,Croatia,Spain,0,Southern Europe
2019,Cyprus,Spain,0,Southern Europe
2019,Czechia,Spain,0,Southern Europe
2019,Denmark,Spain,0,Southern Europe
2019,Estonia,Spain,0,Southern Europe
2019,Finland,Spain,0,Southern Europe
2019,France,Spain,0,Southern Europe
2019,Georgia,Spain,0,Southern Europe
2019,Germany,Spain,0,Southern Europe
